	Visual Properties						Labels				Layout						Graph Metrics									Do Not Edit		Other Columns																		
Vertex	Color	Shape	Size	Opacity	Image File	Visibility	Label	Label Fill Color	Label Position	Tooltip	Layout Order	X	Y	Locked?	Polar R	Polar Angle	Degree	In-Degree	Out-Degree	Betweenness Centrality	Closeness Centrality	Eigenvector Centrality	PageRank	Clustering Coefficient	Reciprocated Vertex Pair Ratio	ID	Dynamic Filter	Add Your Own Columns Here	Followed	Followers	Tweets	Favorites	Time Zone UTC Offset (Seconds)	Description	Location	Web	Time Zone	Joined Twitter Date (UTC)	Custom Menu Item Text	Custom Menu Item Action	Tweeted Search Term?	User of Interest?				
yorobott					http://pbs.twimg.com/profile_images/426938348507123713/A-DzC4hQ_normal.jpeg					"yorobott

Apple watch Ui en iPhone 6 :D https://t.co/PughmOVgvJ
#fb"																			118	239	16803	100	-21600	"Cambia tu mente y cambia al mundo,Hard core Gamer ?, i?cofee,Apple tech,Developer,Amo LOs tacos de aSada. Im a Nerdy Bastard & uBite My shiny Metal AsS"	Puebla & Veracruz	http://t.co/GF4RNKvRBR	Guadalajara	40068.13145	Open Twitter Page for This Person	https://twitter.com/yorobott	Yes					
siriesp					http://pbs.twimg.com/profile_images/2653893150/de7369a1796037d8f8b6596568dfaa44_normal.jpeg					"siriesp

RT @YoRobott: Apple watch Ui en
iPhone 6 :D https://t.co/PughmOVgvJ
#fb"																			12	482	1085	78	-21600	"Siri En Español: Cuenta creada para resolver dudas que en tu telefono, TAL VEZ NO PUEDA. Si no puedes decir Parangaricutirimicuaro No eres digno de usarme..."	iCloud ?		Guadalajara	41171.8449	Open Twitter Page for This Person	https://twitter.com/siriesp	Yes					
4c200fd9c5f34fa					http://pbs.twimg.com/profile_images/518112097239318528/CqOhztAP_normal.jpeg					"4c200fd9c5f34fa

RT @zaynmalik: :) http://t.co/Gu85h9G5eJ
x"																			736	238	8	37						41811.94008	Open Twitter Page for This Person	https://twitter.com/4c200fd9c5f34fa	Yes					
antoinettedall					http://pbs.twimg.com/profile_images/518389858096906240/eH2BOMhs_normal.jpeg					"antoinettedall

RT @zaynmalik: :) http://t.co/Gu85h9G5eJ
x"																			3690	3811	57223	49014		•2/12• 2/5Janos• Band+2/4TheVamps • Band+2/2E3• AustinM• ChristianB• BrentR•JackD•BorisL•DylanD•BryantE• JamesArthur•BSBoys•Seb•LukeK+More?	"Perú, Lima"			40405.90694	Open Twitter Page for This Person	https://twitter.com/antoinettedall	Yes					
miguel_arocha45					http://pbs.twimg.com/profile_images/518830471266856961/J3EJkyBH_normal.jpeg					"miguel_arocha45

RT @jandrade: Me encanta que Wal-Mart
y Apple empiecen una batalla de
titanes debido al obsoleto sistema
de transferencia de dinero. Palomi…"																			94	27	204	23						41905.74132	Open Twitter Page for This Person	https://twitter.com/miguel_arocha45	Yes					
jandrade					http://pbs.twimg.com/profile_images/1904772337/ipad-3-jose-gal_normal.jpg					"jandrade

"																			1537	4646	18433	1122	-14400	Technologist. Programmer. Systems guy. Engadget Spanish founding editor... Sometimes a nice guy!	"CT, USA"	http://t.co/X7RSpZ4gsi	Eastern Time (US & Canada)	39500.94082	Open Twitter Page for This Person	https://twitter.com/jandrade	No					
apple_man_153					http://pbs.twimg.com/profile_images/527286538002903040/61Ew6rom_normal.jpeg					"apple_man_153

I am a famous Pearson I want all
you to commet who you think I am.:-)"																			12	6	9	1	-18000	fun interesting and wired person with a crazy and over baring ego. I am gay if you have a problem suck it.	Wish I was in London UK  		Central Time (US & Canada)	41470.81344	Open Twitter Page for This Person	https://twitter.com/apple_man_153	Yes					
cheeeel_					http://pbs.twimg.com/profile_images/525885570262654976/ODEILLqc_normal.jpeg					"cheeeel_

It probably is who you think it
is :) — My cinnamon apple??? http://t.co/dnuGCKasfg"																			621	678	32064	3382	-21600	cole world • chs softball	busch stadium 	http://t.co/wDRTEWV8B4	Mountain Time (US & Canada)	41058.70758	Open Twitter Page for This Person	https://twitter.com/cheeeel_	Yes					
juantomas79					http://pbs.twimg.com/profile_images/444320405801549824/GUtuBgN-_normal.jpeg					"juantomas79

RT @TextCamera: Halloween is coming
at Text Camera HQ! :) - edited
with #textcamera, get the app for
free: https://t.co/7CuJHegYHQ http://t…"																			457	348	7963	1554		"Your love Makes Me Strong! Your hate Makes Me Unstoppable! -Cristiano Ronaldo 

Soccer #9??"				41311.90264	Open Twitter Page for This Person	https://twitter.com/juantomas79	Yes					
agusdatorre					http://pbs.twimg.com/profile_images/513184644716457984/Gqafpf34_normal.jpeg					"agusdatorre

RT @zaynmalik: :) http://t.co/Gu85h9G5eJ
x"																			4077	4593	6574	384	-10800	. ??he?e ?e ??e t?ur ? ?4 de M?yo? ?		https://t.co/3b3HoL2vPk	Buenos Aires	40383.92353	Open Twitter Page for This Person	https://twitter.com/agusdatorre	Yes					
jdbftzmalik					http://pbs.twimg.com/profile_images/527186654113431552/K-z7o7nB_normal.png					"jdbftzmalik

RT @zaynmalik: UK, have you pre-orderded
Steal My Girl? :) http://t.co/Gu85h9G5eJ"																			889	1762	127058	150	-10800	? At.3:19 ?	JUSTIN FOLLOWS$%%%%%	http://t.co/4W56626lr9	Atlantic Time (Canada)	41153.76138	Open Twitter Page for This Person	https://twitter.com/jdbftzmalik	Yes					
colinwatts14					http://pbs.twimg.com/profile_images/520417709692313601/9kfcTG3m_normal.jpeg					"colinwatts14

Making apple pie :)"																			260	100	2469	1689		Carry on my wayward undergarments - 425 870 8516 - snap: colin.watts	"Arlington, WA"			41377.71709	Open Twitter Page for This Person	https://twitter.com/colinwatts14	Yes					
beqsilva					http://pbs.twimg.com/profile_images/527206497504468992/1iuw3I0t_normal.jpeg					"beqsilva

RT @john: @scootdown I just moved
the TestFlight app into my ""Apple""
folder and it made me so happy/proud.
:)"																			693	1041	19657	8097	-7200	"Justin Bieber, love yoooou, my baby @justinbieber @john @OfficialFahlo @FloydMayweather @shots @sammy"			Brasilia	41554.03446	Open Twitter Page for This Person	https://twitter.com/beqsilva	Yes					
criminialleer					http://pbs.twimg.com/profile_images/526906733869137920/1QEIUDuW_normal.jpeg					"criminialleer

RT @zaynmalik: :) http://t.co/Gu85h9G5eJ
x"																			261	148	1275	444		niall and harry will be the death of me				41717.09515	Open Twitter Page for This Person	https://twitter.com/criminialleer	Yes					
comicboylou					http://pbs.twimg.com/profile_images/527043898318024705/P8kZtWhy_normal.jpeg					"comicboylou

RT @_calummxii: happy birthday
to my fucking cinnamon apple :)
@comicboylou (I just got home that's
why this is lata) I LOVE YOUUU"																			348	3392	40729	5459	-18000	when will zayn stop disrespecting me when will the day come when I know what chill feels like ( https://t.co/A8ow0tH5jf )		https://t.co/BRn3sLTD4x	Quito	40751.12178	Open Twitter Page for This Person	https://twitter.com/comicboylou	Yes					
_calummxii					http://pbs.twimg.com/profile_images/520943931463565312/5klG9I1K_normal.jpeg					"_calummxii

"																			14648	17460	8945	4196	-14400	destroy yourself see who gives a fuck ?? ? ? ????????still shipping bullshit????? ? ? ? ? ? ? ??????? ?? ? ? ? ?the boys on the stairs	?? ? ? ? Briarcliff Sanitarium	http://t.co/dsHvIFd3wA	Eastern Time (US & Canada)	41466.80272	Open Twitter Page for This Person	https://twitter.com/_calummxii	No					
jenicatoledo					http://pbs.twimg.com/profile_images/526888153886375936/na7mnaU-_normal.jpeg					"jenicatoledo

@SalomoneC @sr0drigues :-) my baby
cinnamon apple is growing up"																			291	328	6020	9856	-10800		Canada		Atlantic Time (Canada)	41435.94924	Open Twitter Page for This Person	https://twitter.com/jenicatoledo	Yes					
sr0drigues					http://pbs.twimg.com/profile_images/525370921801224192/PcbKzUjh_normal.jpeg					"sr0drigues

"																			104	200	637	2719	-14400	"sorry for replying so late, i was running"			Eastern Time (US & Canada)	41153.05024	Open Twitter Page for This Person	https://twitter.com/sr0drigues	No					
salomonec					http://pbs.twimg.com/profile_images/521415816781529088/ZVm0JQue_normal.jpeg					"salomonec

"																			104	116	1294	1154	-14400				Eastern Time (US & Canada)	41474.61492	Open Twitter Page for This Person	https://twitter.com/salomonec	No					
diahhsw					http://pbs.twimg.com/profile_images/526332525489053697/8e9Vo-08_normal.jpeg					"diahhsw

RT @LightsOnJKT: Pagi LIONS, sekarang
single LIGHTSON - CARI KAMU sudah
ada di iTunes! Di download and
share ke tmn2 kamu ya :) https://t.c…"																			750	397	19942	1002	25200	Manajemen UNSWAGATI'14|MoodBooster @DRAGONBOYZ_ @dmasivband @adindathomass @LightsOnJKT?|IG: diahhSW|Line: diahsukma.w		http://t.co/2LkN0nWXHH	Bangkok	41716.19111	Open Twitter Page for This Person	https://twitter.com/diahhsw	Yes					
lightsonjkt					http://pbs.twimg.com/profile_images/518610210722553857/FND8OJb3_normal.jpeg					"lightsonjkt

"																			26	3196	1218	19	25200	Fresh pop-rock band from Jakarta! Introducing @NabilPawaka @Brandonicholas @Rheinmichael @Gegeadita | @HITSREC @SMN_CHANNEL | CP: @Bembie_thedrum	Instagram: LightsOnJKT	http://t.co/6iaTFm9F8v	Jakarta	40333.68529	Open Twitter Page for This Person	https://twitter.com/lightsonjkt	No					
hoxmystyles					http://pbs.twimg.com/profile_images/525572800493678592/DIiEhkhP_normal.jpeg					"hoxmystyles

RT @zaynmalik: :) http://t.co/Gu85h9G5eJ
x"																			1043	1369	12669	2485	7200	"Quand le mensonge prend l'ascenseur, la vérité prend les escaliers. Même si elle met plus de temps, la vérité finit toujours par arriver..."			Athens	41194.37185	Open Twitter Page for This Person	https://twitter.com/hoxmystyles	Yes					
sebaeikan					http://pbs.twimg.com/profile_images/459809003803910144/PxNkQNZk_normal.jpeg					"sebaeikan

@dr_afrokid @lataxx si en el caso
estas desesperado, usalo https://t.co/jbU71vPFTu
a mi me llamaron y me ayudaron
un montón :D"																			453	132	1677	744	-10800		Chile	http://t.co/qZXPPvOoYR	Santiago	40319.61369	Open Twitter Page for This Person	https://twitter.com/sebaeikan	Yes					
lataxx					http://pbs.twimg.com/profile_images/473004896132665346/SHB64Qn4_normal.jpeg					"lataxx

"																			536	716	23741	312	-10800	"Le llevo @Gamercafe en el corazón/Retrofag/Fighting Games/Megaman/Conchetumare/Chupa el Perro/El 3D me la masca.
PSN: DonLataxx"	Santiago	http://t.co/eWOHBNZ9Om	Santiago	39961.19141	Open Twitter Page for This Person	https://twitter.com/lataxx	No					
dr_afrokid					http://pbs.twimg.com/profile_images/2561040721/1v64rgj0ip37q3p25r21_normal.jpeg					"dr_afrokid

"																			199	595	11225	2185	-18000	"Veterinarian, PhD Student and Outdoor adventurer. The Very Best Gamer of Chile (Certified). Also a Videogames collector in rehab. CEO @ElBlogDelAfro"	"Santiago, Chile"	http://t.co/7cqzMtDRVQ	Quito	40079.01166	Open Twitter Page for This Person	https://twitter.com/dr_afrokid	No					
rosejoyyy_					http://pbs.twimg.com/profile_images/523487368834080768/AOCR3i0Z_normal.jpeg					"rosejoyyy_

RT @zaynmalik: :) http://t.co/Gu85h9G5eJ
x"																			1135	1635	15384	2317	28800	× ph care			Beijing	41172.55435	Open Twitter Page for This Person	https://twitter.com/rosejoyyy_	Yes					
kuyimobile					http://pbs.twimg.com/profile_images/478785914060042240/16h_hBxq_normal.png					"kuyimobile

@naveen_pcs Thanks! Yup it’s in
beta for about 3 weeks now. Already
submitted to Apple. :)"																			250	43256	12964	69	28800	"Mobile Game developer. Creator of Streetfood Tycoon, Elevator Joe, Epic Paint Adventure & Donut Clicker. Proudly Pinoy!"	Manila	http://t.co/VX1PXaFFX1	Hong Kong	39946.37841	Open Twitter Page for This Person	https://twitter.com/kuyimobile	Yes					
naveen_pcs					http://pbs.twimg.com/profile_images/443093657571172352/_w_wfCSW_normal.jpeg					"naveen_pcs

"																			264	4425	10338	508	-14400	"Founder/CEO of PixelCUBE Studios. Best known for 'The Impossible Test' game series. Also made Super Balloon Rush, Traffic Dodge, Cookie Collector & more!"	Toronto	http://t.co/qil2PbqnPd	Eastern Time (US & Canada)	39801.68132	Open Twitter Page for This Person	https://twitter.com/naveen_pcs	No					
askhendo					http://pbs.twimg.com/profile_images/821117076/Hendo_map_logo_normal.jpg					"askhendo

Nice! :) RT @Myscoopus: Apple picking
in #NorthCarolina #applepicking
#apples @AskHendo http://t.co/87x708D28f"																			4507	5261	5728	2	-14400	Welcome to Hendersonville North Carolina!	Hendersonville NC	http://t.co/SwTYPyWOwH	Eastern Time (US & Canada)	40281.98429	Open Twitter Page for This Person	https://twitter.com/askhendo	Yes					
myscoopus					http://pbs.twimg.com/profile_images/2959755838/2ae387140a8413b8c85ac033c6b25706_normal.jpeg					"myscoopus

"																			1342	1666	4313	775	-18000	"MyScoop.us is an online magazine for the Southern woman featuring fashion and beauty, cooking, travel, anything that fits into the Southern woman's lifestyle."	Southeast	http://t.co/VLXJCOUqT4	Central Time (US & Canada)	39881.72294	Open Twitter Page for This Person	https://twitter.com/myscoopus	No					
jadeycady1					http://pbs.twimg.com/profile_images/526036071369306113/mszgcIkx_normal.jpeg					"jadeycady1

RT @zaynmalik: UK, have you pre-orderded
Steal My Girl? :) http://t.co/Gu85h9G5eJ"																			121	88	1317	2116		JUST YOUR TYPICAL FANGIRL TRYING TO GET THE ATTENTION OF HER BAES!				41907.82047	Open Twitter Page for This Person	https://twitter.com/jadeycady1	Yes					
gorgeouslyniall					http://pbs.twimg.com/profile_images/524943695821295619/CZ8c_rUx_normal.png					"gorgeouslyniall

@luciaaselena http://t.co/3yfaC670Jw
… It's kinda small but it's all
I could find :) Link to the album
http://t.co/ocLx1HeJ94 :)"																			525	589	7165	1326	36000	Love them lots like jelly tots :)	Melbourne		Brisbane	41563.59568	Open Twitter Page for This Person	https://twitter.com/gorgeouslyniall	Yes					
luciaaselena					http://pbs.twimg.com/profile_images/507341672108138496/NhMGngMH_normal.jpeg					"luciaaselena

"																			202	366	55774	93	-10800	"Hay tiempo. Y si no hay, está bien igual."			Buenos Aires	40934.20031	Open Twitter Page for This Person	https://twitter.com/luciaaselena	No					
karenalpi					http://pbs.twimg.com/profile_images/1796125629/Thumbnail-2_normal.jpg					"karenalpi

Since it's ""apple picking time""
in Connecticut...:) Spiced Apple
Cider Recipe | Martha Stewart http://t.co/5dWOgHLaZy"																			145	219	1516	48	-25200	"I am a  non-competing manager for the offices of Coldwell Banker--Southbury and Newtown, Connecticut. I'm also a real human being:)"	"Newtown,Connecticut"	http://t.co/ahPNJHDt7j	Arizona	40555.61013	Open Twitter Page for This Person	https://twitter.com/karenalpi	Yes					
pewdiepiedits					http://pbs.twimg.com/profile_images/527140965551992832/7aV0HBhm_normal.jpeg					"pewdiepiedits

RT @pewdiepie: In your face Lady
Gaga! :D https://t.co/qKuaQgtnPi
Thank you bros so much, so glad
you love the song! http://t.co/aNYgAmMymB"																			779	673	1540	1415		"Pewdiepie fanpage #1 Subscribed Bitch Stressed, Depressed, PewDiePie Obsessed ?? Göthenberg ?? Sweden"		http://t.co/vuW9mIZ0cC		41443.8469	Open Twitter Page for This Person	https://twitter.com/pewdiepiedits	Yes					
pewdiepie					http://pbs.twimg.com/profile_images/523520441701236737/Il62CKbS_normal.png					"pewdiepie

"																			298	4221751	18446	1064	3600		business.pewdiepie@gmail.com	http://t.co/gICPaUO0s9	Stockholm	39945.69522	Open Twitter Page for This Person	https://twitter.com/pewdiepie	No					
lovebiebs_hutch					http://pbs.twimg.com/profile_images/524050971278589952/ca_-2OPb_normal.jpeg					"lovebiebs_hutch

RT @justinbieber: Weekend listening
https://t.co/pk63h1cElK have u
heard this yet? :)"																			321	224	3852	667	-7200	"Let's make the world better, together. ?@justinbieber mi vida. @jhutch1992 la razón de mis sonrisas.? #WeWereBornForThis ? #JoshHutcherson.. ?CABJ?"	Argentina 		Brasilia	41636.15675	Open Twitter Page for This Person	https://twitter.com/lovebiebs_hutch	Yes					
sanchezgianella					http://pbs.twimg.com/profile_images/521401798910038016/cH4ZOwgg_normal.jpeg					"sanchezgianella

RT @zaynmalik: UK, have you pre-orderded
Steal My Girl? :) http://t.co/Gu85h9G5eJ"																			225	149	1641	770	-18000	? Harry?Louis?Liam?Zayn?Niall ?THESE GUYS ARE MY HEROES?THESE GUYS SAVED MY LIFE?	Directionerland?	https://t.co/e0YmDSoMse	Lima	40615.0878	Open Twitter Page for This Person	https://twitter.com/sanchezgianella	Yes					
kiikii_official					http://pbs.twimg.com/profile_images/526137017982541824/aO82YDLc_normal.jpeg					"kiikii_official

all what i need .. - hahaha #coomingsoon
:P #apple #iphone6 #iphone6plus
#iphone6+ #AJDEGUTENACHT !… http://t.co/ZZybita9jf"																			101	159	45721	9908	-10800	"Redet was ihr wollt, euer Neid ist meine Anerkennung || http://t.co/p8X3kp3geq"		http://t.co/UIFvqJV1Wk	Greenland	40584.04608	Open Twitter Page for This Person	https://twitter.com/kiikii_official	Yes					
msingam7					http://pbs.twimg.com/profile_images/526045811923484672/36NjfVQb_normal.jpeg					"msingam7

RT @ElyarFox: 7 DAYS until my acoustic
EP comes out! Pre-order if you
want :) https://t.co/BoKJed5Dfd
#RanOutOfPaint http://t.co/DU9sBLLCzs"																			253	362	5543	2092	3600	"A GIRL WHO LOVES MINIONS, WATCHING TEEN WOLF, LOVES 5SOS, CALUM HOOD, TYLER POSEY, DYLAN O'BRIEN, ELYAR FOX, DEAN LEMON!!! ;D ??ELYAR FOX FOLLOWS ME!!"			Amsterdam	41515.54466	Open Twitter Page for This Person	https://twitter.com/msingam7	Yes					
